id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
10332393,Cute and clean apt in East Harlem!,5744448,Katrina,Manhattan,East Harlem,40.79346,-73.94613,Entire home/apt,85,1,0,,,1,0
10334395,Private Room in Brooklyn Artist Apt,10197136,Kait,Brooklyn,Bedford-Stuyvesant,40.68086,-73.92746,Private room,45,1,0,,,1,0
10336440,"Sunny, spacious Clinton Hill 1.5 BR",283636,Nathan & Ximena,Brooklyn,Clinton Hill,40.68545,-73.96048,Entire home/apt,200,3,22,2019-06-03,0.54,1,363
10337217,NYC Sweetheart Studio - Upper East,15310997,Mor,Manhattan,Upper East Side,40.77467,-73.95405,Entire home/apt,100,30,7,2019-02-08,0.21,9,331
10338696,Studio Apartment in Safe Neighborhood.,50742613,Reed,Bronx,Pelham Bay,40.84721,-73.83222,Entire home/apt,37,5,10,2018-07-04,0.25,1,0
10338839,Beautiful Executive 1 bedroom Suite,53206623,Wayde,Queens,Edgemere,40.59606,-73.77882,Entire home/apt,180,1,19,2019-06-10,0.54,1,361
10339291,New Modern Industrial Studio Apt,53209258,Michelle,Brooklyn,Bushwick,40.69724,-73.932,Private room,105,1,0,,,1,0
10339835,*Chic Oasis in Trendy Union Square*,3599608,Angella,Manhattan,Gramercy,40.73555,-73.98994,Entire home/apt,200,28,4,2019-06-15,0.11,1,73
10340695,Spacious bedroom near Prospect Park,53217509,Kelsey,Brooklyn,Crown Heights,40.67434,-73.95762,Private room,45,4,0,,,1,0
10340705,Luxurious Private Room in Harlem,53216788,Jason,Manhattan,Harlem,40.81015,-73.94728,Private room,80,1,27,2019-05-10,0.79,1,302
10340745,"Cozy, Renovated, 1BD/1BA Manhattan Apt",8292025,Eric,Manhattan,East Village,40.72551,-73.99075,Entire home/apt,122,3,0,,,1,0
10340849,Executive retreat in Midtown West,5836431,Darryl,Manhattan,Hell's Kitchen,40.76367,-73.98613,Entire home/apt,400,3,0,,,1,0
10340994,1 room in 2 bedroom apartment,50828435,Madonna,Brooklyn,Bay Ridge,40.62317,-74.02535,Private room,55,1,1,2016-01-27,0.02,1,0
10341003,"Clean and spacious,grnd floor apt",53218990,Samuel,Manhattan,Harlem,40.82377,-73.94565,Entire home/apt,110,1,0,,,1,0
10341262,Authentic 2BR in UES 30 days MIN,23772724,Elem,Manhattan,Upper East Side,40.78165,-73.94647,Entire home/apt,110,30,7,2018-07-31,0.22,15,331
10342448,Heart Of Hell's Kitchen,53228755,Kodchakorn,Manhattan,Hell's Kitchen,40.75427,-73.9928,Entire home/apt,135,1,3,2017-07-04,0.09,1,0
10342806,Cozy Washington Heights Bedroom,48370755,Sheldon,Manhattan,Washington Heights,40.85143,-73.93089,Private room,45,1,3,2017-07-24,0.08,1,0
10343320,"UWS 1 bedroom, tree-lined street between 2 parks!",21359759,Kristen,Manhattan,Upper West Side,40.79939,-73.96875,Entire home/apt,145,1,20,2019-06-30,0.48,1,0
10343542,student friendly and cozy in Brooklyn!,13400096,Ron,Brooklyn,Crown Heights,40.6765,-73.94277,Private room,37,10,6,2018-10-12,0.14,3,0
10343638,Sunlit & Spacious 2 Bedroom Brooklyn Apt,17929902,Jesse & Rotem,Brooklyn,Bedford-Stuyvesant,40.68676,-73.92192,Entire home/apt,90,1,163,2019-07-01,3.94,1,25
10346503,Beautiful UWS Apt with Balcony,1288080,Jessica,Manhattan,Upper West Side,40.78986,-73.96825,Entire home/apt,305,2,21,2018-08-10,0.54,1,177
10350120,Nice Suite with Kitchen,53268392,Crystal,Manhattan,Upper West Side,40.80076,-73.96389,Shared room,100,1,0,,,1,0
10351249,Spacious 2 Bedroom Lower East Side,53281880,Sandra,Manhattan,Chinatown,40.71288,-73.9974,Entire home/apt,180,2,167,2019-06-25,4.04,1,261
10351593,Ed's Place,53274087,Edgar,Manhattan,Harlem,40.82284,-73.94199,Private room,90,1,151,2019-07-06,5.34,1,22
10352280,Spacious and Well-Lit One Bedroom,18471568,Alex,Manhattan,Upper East Side,40.76824,-73.95858,Entire home/apt,135,3,5,2016-10-16,0.13,1,0
10353094,Clean room for rent in Park Slope,53284346,Steven,Brooklyn,Park Slope,40.66932,-73.98321,Private room,49,5,2,2016-03-08,0.05,1,0
10354038,Quaint place in seaside Red  Hook,22423634,Peter,Brooklyn,Red Hook,40.67741,-74.0139,Entire home/apt,95,3,12,2017-09-20,0.30,1,0
10355146,Brooklyn's Finest,3530446,Maurice,Brooklyn,Crown Heights,40.67785,-73.95217,Entire home/apt,155,3,71,2019-07-01,1.81,3,302
10355806,Sunny & Bright Private Room,28340799,Steph,Brooklyn,Bedford-Stuyvesant,40.68746,-73.95936,Private room,47,14,1,2016-06-20,0.03,1,0
10356093,"Top Floor, Historic Brownstown",2321360,David,Brooklyn,Bedford-Stuyvesant,40.6858,-73.93465,Entire home/apt,120,2,0,,,1,0
10357730,Live like a local in Astoria Queens,16823940,Missy,Queens,Ditmars Steinway,40.77651,-73.91009,Private room,38,4,54,2019-05-31,1.40,2,24
10358093,Entire nice 2 bedroom Apt with Balcony in Brooklyn,3609048,Ken,Brooklyn,Crown Heights,40.6695,-73.93298,Entire home/apt,199,2,9,2019-04-07,0.61,3,90
10358108,Cozy modern room in the heart of NYC!,53308963,Aj,Manhattan,Chinatown,40.71424,-73.9968,Private room,87,3,27,2019-05-25,0.71,2,12
10359702,Private room with a bathroom,53319402,Yauheniya,Queens,Astoria,40.76301,-73.91295,Private room,80,1,0,,,1,0
10360144,Live like a local in NYC! Next to Ditmars subway,16823940,Missy,Queens,Ditmars Steinway,40.77673,-73.90993,Private room,40,2,8,2019-06-08,0.20,2,229
10360180,Seconds to the City!!!,53321966,Robert,Brooklyn,Bushwick,40.69177,-73.90451,Entire home/apt,155,2,207,2019-06-23,4.89,1,20
10361885,Dreamy Brownstone Brooklyn Duplex,53330133,Deirdre,Brooklyn,Carroll Gardens,40.67905,-74.00089,Entire home/apt,125,21,0,,,1,0
10365373,Dream Pad,8049682,Krysta,Brooklyn,Crown Heights,40.67433,-73.9575,Private room,81,3,120,2019-07-02,2.81,1,0
10365516,Charming Brooklyn apartment w/patio,30983216,Meredith,Brooklyn,Bushwick,40.69358,-73.92409,Entire home/apt,129,2,114,2019-07-06,2.75,1,235
10365991,"Sunny and Spacious 2BR, Murray Hill",17790870,Zal,Manhattan,Murray Hill,40.74673,-73.97343,Entire home/apt,83,1,2,2016-01-31,0.05,1,0
10367220,Private room in West Harlem,5764600,Sarah,Manhattan,Harlem,40.81388,-73.95229,Private room,70,2,0,,,1,0
10367884,Cozy studio in Park Slope,724870,Lindy,Brooklyn,Park Slope,40.6732,-73.97282,Entire home/apt,130,2,16,2017-07-28,0.40,1,0
10368055,Classic Brooklyn Brownstone,29466025,Alex,Brooklyn,Park Slope,40.67992,-73.9776,Entire home/apt,325,4,2,2016-08-14,0.05,1,0
10368714,Martha's Apartment,53369750,Martha,Manhattan,Washington Heights,40.8379,-73.94095,Private room,30,3,119,2019-06-30,3.19,1,3
10369038,纽约之家 (Sunny Home2),27673980,Amy,Queens,Flushing,40.74651,-73.83176,Private room,50,1,112,2019-06-10,2.78,8,84
10369047,纽约之家(Sunny Home1),27673980,Amy,Queens,Flushing,40.74609,-73.83175,Private room,50,1,98,2019-06-02,2.32,8,79
10371643,Nice room in the Upper West Side,53387593,Nora,Manhattan,Upper West Side,40.79988,-73.9612,Private room,45,27,0,,,1,0
10377405,Little Italy/Soho,2983459,Jesper,Manhattan,Nolita,40.72174,-73.99639,Entire home/apt,200,2,5,2016-10-07,0.12,1,0
10377445,Beautiful High-Rise Studio Condo.,53412784,Mark,Manhattan,Midtown,40.74357,-73.98466,Private room,600,1,0,,,1,0
10381948,Spacious Cozy Greenpoint Apartment,29741970,Jacob,Brooklyn,Greenpoint,40.72508,-73.94488,Private room,80,2,14,2017-03-11,0.37,1,0
10382430,Private bedroom located in Bushwick,53445174,Robert,Brooklyn,Bushwick,40.68597,-73.91417,Private room,35,1,1,2016-01-31,0.02,1,0
10383284,Bushwick Suite,53411078,Caroline,Brooklyn,Bushwick,40.6863,-73.91365,Private room,75,1,1,2018-06-24,0.08,1,158
10383291,"Comfortable, cozy, dorm-like room",53450065,Maria,Queens,Flushing,40.72211,-73.80908,Private room,30,1,0,,,1,0
10385262,UPPER WEST SIDE GEM ON PARK BLOCK,53462017,Harry,Manhattan,Upper West Side,40.78923,-73.96802,Entire home/apt,135,30,1,2019-06-21,1,1,30
10386341,Minutes to the Metro!!!,53468381,Jeremy,Brooklyn,Bedford-Stuyvesant,40.69507,-73.94332,Entire home/apt,125,2,202,2019-06-24,4.76,1,276
10386831,Cozy Room in Boerum Hill,15895218,Amy,Brooklyn,Gowanus,40.68444,-73.98847,Private room,62,2,1,2016-01-18,0.02,2,0
10386936,Private Room in Williamsburg!,53471415,Mark,Brooklyn,Williamsburg,40.71141,-73.95155,Private room,1002,365,10,2016-05-19,0.25,1,365
10387839,Cute 2 bed Williamsburg railroad,53477091,Elena,Brooklyn,Williamsburg,40.71436,-73.95445,Entire home/apt,100,1,5,2016-07-06,0.12,1,0
10388512,JFK 10 & LGA 15 MINUTES AWAY A/C PRIVATE BEDROOM A,22959695,Gurpreet  Singh,Queens,Richmond Hill,40.69317,-73.82527,Private room,50,1,96,2018-11-22,3.77,5,0
10390252,NEW listing! Large Prospect Park 1 Bed,2581816,Lindsay,Brooklyn,Flatbush,40.65003,-73.96,Entire home/apt,80,7,0,,,1,0
10390256,East Village Apartment,3078092,Amanda,Manhattan,East Village,40.73144,-73.98355,Private room,75,1,0,,,1,0
10390481,STUDIO APARTMENT IN LUXURY BUILDING,53492531,Kyla,Brooklyn,Crown Heights,40.67778,-73.96091,Entire home/apt,60,1,2,2016-01-25,0.05,1,0
10390902,Cozy spot off L train - 20min>City,53495399,Blake,Brooklyn,Bushwick,40.70526,-73.91964,Private room,75,1,1,2016-03-24,0.02,1,0
10393619,Spacious room in large funky home!,12258594,Rosa,Brooklyn,Crown Heights,40.66386,-73.93876,Entire home/apt,65,3,8,2016-05-04,0.19,2,0
10401534,West Village Private Bedroom,51309850,Danielle,Manhattan,Greenwich Village,40.73013,-74.00172,Private room,80,1,1,2016-03-13,0.02,1,0
10403070,Brownstone in Brooklyn,52657843,Yuchen,Brooklyn,Bedford-Stuyvesant,40.69414,-73.94723,Private room,130,3,6,2017-09-09,0.23,1,0
10403199,Mid-Century Museum Sleepover,29065752,Cullen,Brooklyn,Williamsburg,40.71863,-73.94528,Entire home/apt,333,7,0,,,1,365
10403231,Cozy Studio in Excellent Location,9870528,Amit,Manhattan,Chelsea,40.73968,-73.99693,Entire home/apt,120,1,0,,,1,0
10403667,Nice studio with view of the UN,46714717,Gabriella,Manhattan,Murray Hill,40.74796,-73.97018,Entire home/apt,144,3,0,,,1,0
10403922,Brooklyn Park Slope Queen Bed,33213436,Alec,Brooklyn,Gowanus,40.67991,-73.98368,Private room,149,1,93,2019-02-18,2.48,8,365
10405694,Modern 2 bedroom apt in Bushwick,12306936,Liz,Brooklyn,Bushwick,40.68413,-73.90731,Entire home/apt,150,3,45,2017-09-23,1.10,1,129
10405711,Williamsburg Luxury,9679291,Indiana,Brooklyn,Williamsburg,40.71077,-73.96259,Shared room,60,1,1,2016-03-26,0.03,1,0
10405891,Charming & bright Williamsburg loft,2360150,Simona,Brooklyn,Greenpoint,40.72025,-73.95195,Entire home/apt,190,2,0,,,1,0
10407271,Luxury Bushwick Apartment,53582731,Jayson,Brooklyn,Bushwick,40.69995,-73.92937,Entire home/apt,100,5,14,2018-06-28,0.33,1,1
10407723,Fort Greene Hideaway,814747,Maeve,Brooklyn,Fort Greene,40.68805,-73.96952,Entire home/apt,150,2,131,2019-04-29,3.09,2,0
10408285,Charming Brooklyn One-Bed,3113491,Michelle,Brooklyn,Crown Heights,40.67008,-73.9571,Entire home/apt,170,3,1,2016-12-03,0.03,1,354
10409669,Cool Large Room In 3 Min From Manhattan,35421139,Shaun,Queens,Long Island City,40.7457,-73.94497,Private room,65,4,38,2019-06-30,0.93,1,12
10409905,Beautiful One Bedroom  East Harlem Apt,8775113,Omar,Manhattan,East Harlem,40.79037,-73.9428,Entire home/apt,90,2,1,2017-06-04,0.04,1,0
10411679,Cute Comfy Room in Greenpoint,15235299,Hai-Hsin,Brooklyn,Greenpoint,40.73345,-73.95973,Private room,55,2,26,2019-03-25,0.81,2,0
10412006,Best street in New York.,53618094,Matthew,Manhattan,Nolita,40.72265,-73.99493,Entire home/apt,250,1,0,,,1,0
10412649,Large bright room in prime Bushwick,36892974,Nikolai,Brooklyn,Bushwick,40.69886,-73.92957,Private room,80,10,0,,,1,0
10413474,Beautiful 2 bed Artists Loft - Williamsburg,53627366,Nick,Brooklyn,Williamsburg,40.71156,-73.96343,Entire home/apt,319,3,75,2019-06-25,1.84,1,112
10413492,Great apartment (midtown area ),51501835,Jeniffer,Manhattan,Hell's Kitchen,40.76343,-73.99391,Entire home/apt,120,30,5,2018-04-16,0.13,31,345
10413576,Quiet home free ferry to Manhattan,53627900,Mahmood,Staten Island,New Brighton,40.64465,-74.09272,Private room,50,1,149,2019-07-01,3.70,1,276
10414065,Large Private Minimalist Loft Room,525663,Steven,Manhattan,Chinatown,40.71489,-73.991,Private room,100,1,0,,,1,0
10417282,Best bedroom in heart of Astoria,53652520,Allie,Queens,Astoria,40.76771,-73.91675,Private room,60,1,0,,,1,0
10423846,Renovated sunny studio,24796157,Soonbin,Brooklyn,Fort Greene,40.68797,-73.97288,Entire home/apt,175,5,16,2019-05-20,0.46,1,129
10425572,Large Bedroom in 2BR spacious brownstone,265152,Marta,Brooklyn,Fort Greene,40.68665,-73.9774,Private room,67,3,14,2019-03-19,0.41,3,0
10427351,Doorman Studio Gym Deck!5108,16098958,Jeremy & Laura,Manhattan,Upper West Side,40.79141,-73.97345,Entire home/apt,140,30,0,,,96,338
10429094,Private bedroom & 1/2 bath in Wburg,6320146,Caroline,Brooklyn,Williamsburg,40.71855,-73.9438,Private room,90,2,0,,,1,0
10429566,Gorgeous Apartment on Prime waterfront location,52616278,Dominique,Brooklyn,Williamsburg,40.71966,-73.96265,Entire home/apt,165,30,14,2019-05-28,0.36,1,330
10433284,"Awesome location, and spacious room",5487321,Xinxin,Manhattan,Gramercy,40.73562,-73.98308,Private room,90,1,0,,,1,0
10434806,Studio near to TIME SQUARE,51501835,Jeniffer,Manhattan,Hell's Kitchen,40.76486,-73.99479,Entire home/apt,150,30,8,2018-05-04,0.20,31,298
10435733,Cute Spacious Williamsburg Apt,5927655,Ann,Brooklyn,Williamsburg,40.71892,-73.95616,Private room,115,3,27,2018-10-29,0.69,1,56
10435862,Two Beds OR KingSize Bed by Subway; Washer/Dryer,9372363,Tj,Brooklyn,Midwood,40.61465,-73.96065,Private room,65,2,8,2019-04-07,0.19,2,321
10438662,Kick Back and Relax in this Oasis,53773419,Wesleyan,Brooklyn,Bedford-Stuyvesant,40.69363,-73.94805,Private room,70,3,33,2018-09-03,0.81,1,365
10439129,East Village Exposed Brick Studio,4289557,Dimitri,Manhattan,East Village,40.72647,-73.99061,Entire home/apt,219,2,3,2019-05-31,0.09,1,306
10444139,Budget Room at Brooklyn&Breakfast,344035,Brooklyn&   Breakfast    -Len-,Brooklyn,Prospect Heights,40.67833,-73.96904,Private room,45,1,204,2019-07-04,4.82,13,324
10445597,Cosy room in a Brooklyn brownstone,299236,Eleonora,Brooklyn,Bedford-Stuyvesant,40.68379,-73.9405,Private room,55,1,2,2019-05-19,0.06,1,365
10446429,Studio in West Village/Cornelia St,11386786,Sam,Manhattan,West Village,40.7327,-74.00341,Private room,80,1,0,,,1,0
10446926,Renovated Harlem Private Room,53819985,Matthew,Manhattan,Harlem,40.81699,-73.94254,Private room,45,1,15,2016-10-28,0.35,1,0
10446989,Large Room with own entrance: Brooklyn&Breakfast,344035,Brooklyn&   Breakfast    -Len-,Brooklyn,Prospect Heights,40.67887,-73.97006,Private room,65,1,64,2019-07-04,1.53,13,329
10447691,Sunny room in Lower East Side Apt!,183151,Lynh,Manhattan,Lower East Side,40.71578,-73.98201,Private room,47,1,0,,,1,0
10448095,Private Studio in Beautiful Duplex,11742675,Malik,Manhattan,Upper East Side,40.77686,-73.95084,Private room,65,5,7,2017-10-30,0.19,2,0
10449807,Charming Lofty 1bd on Quiet Street,2981910,Daphne,Manhattan,Greenwich Village,40.73466,-73.99539,Entire home/apt,229,1,0,,,1,0
10450820,Beautiful bright huge pre-war in Williamsburg,1918272,Seva,Brooklyn,Williamsburg,40.71419,-73.94368,Entire home/apt,160,5,1,2019-01-01,0.16,1,305
10452249,3 Bedroom 1.5 Bath Duplex,49167739,Carine,Manhattan,SoHo,40.72768,-74.00233,Entire home/apt,500,5,24,2019-04-14,0.58,2,321
10452541,Artsy Bushwick NY 2 Beds with laundry & balcony,3370169,Lydia,Brooklyn,Bushwick,40.70086,-73.93063,Entire home/apt,120,2,99,2019-06-21,2.46,1,288
10452737,"Large Room, High Floor w/ Views - Times Square",6158370,David,Manhattan,Chelsea,40.75126,-73.99498,Private room,139,3,0,,,1,0
10454844,Tribeca/Soho Garden Apartment,53327491,Scott,Manhattan,Tribeca,40.71934,-74.00998,Entire home/apt,400,6,40,2019-06-11,1.02,1,105
10458099,room in Bushwick,53884572,Hans,Brooklyn,Bedford-Stuyvesant,40.69433,-73.93262,Private room,45,5,2,2019-05-27,0.06,1,342
10460113,BELLA CASA-Private Room-queen bed-historical NYC!!,16480700,Eddie&Vlad,Manhattan,Harlem,40.82021,-73.95307,Private room,87,1,80,2018-12-28,2.29,7,55
10469388,1 br in the Heart of Williamsburg,32812120,Bjorn,Brooklyn,Williamsburg,40.71986,-73.96046,Private room,50,3,0,,,2,0
10470258,Stylish & Inviting Brownstone Apt,53955282,Jennifer And Kenneth,Manhattan,East Harlem,40.80985,-73.93838,Entire home/apt,115,3,118,2019-06-30,2.85,1,157
10471763,"Awesome Apartment, Stunning Views",778746,Paul,Brooklyn,Williamsburg,40.71319,-73.96406,Private room,51,1,0,,,1,0
10472004,☆ 3min walk to train station. Cute Room!,53966115,Nora,Brooklyn,Bedford-Stuyvesant,40.69693,-73.93725,Private room,43,30,5,2019-05-01,0.12,2,311
10473052,Room in the heart of Williamsburg,41832478,Caroline,Brooklyn,Williamsburg,40.71852,-73.95897,Private room,70,1,0,,,1,0
10473676,Modern Apartment in Harlem,6385674,Daniel,Manhattan,Harlem,40.80639,-73.95551,Entire home/apt,125,3,7,2019-03-03,0.19,1,0
10473730,Private Room in Sunlit & Art-filled Apartment,9383056,Dave,Brooklyn,Bedford-Stuyvesant,40.69664,-73.93628,Private room,55,5,3,2017-07-26,0.09,1,0
10474780,Private Room next to park,40312267,Trini,Brooklyn,Flatbush,40.65398,-73.96377,Private room,50,2,5,2016-05-11,0.12,1,0
10475047,Large Bohemian Room in Brownstone Apartment,24094081,Isabella,Brooklyn,Bushwick,40.69808,-73.93174,Private room,60,1,1,2016-09-13,0.03,1,0
10476556,Close to zoo and Botanical Gardens,53717769,Travis,Bronx,Parkchester,40.83953,-73.85717,Entire home/apt,88,1,121,2019-06-23,2.90,1,170
10476782,Artist Apartment with Tons of Space,47573846,Jemier,Bronx,Wakefield,40.88808,-73.86017,Entire home/apt,85,20,10,2019-06-04,0.24,1,277
10477767,Spacious & Relaxing Garden Apartment,347475,Chialing,Brooklyn,Columbia St,40.68606,-74.00122,Entire home/apt,275,2,18,2017-05-07,0.46,1,292
10478114,cozy large room located in Brooklyn,52172297,Dannale,Brooklyn,Bedford-Stuyvesant,40.68168,-73.93574,Private room,65,1,9,2019-06-23,0.24,1,343
10478482,Park Slope 2 BR Long Term Rental,9122037,Chris,Brooklyn,Park Slope,40.66564,-73.97666,Entire home/apt,135,30,0,,,1,341
10478526,A cozy two bedroom apartment,16300728,Hamid,Brooklyn,Sunset Park,40.64953,-74.00011,Private room,40,2,9,2019-07-01,0.25,1,20
10482237,Interfaith Retreat Guest Rooms (Ganges),16677326,Alex And Zeena,Manhattan,Chelsea,40.74751,-73.99483,Private room,85,1,165,2019-06-24,3.96,12,338
10482409,Interfaith Retreat Guest Rooms (Faith),16677326,Alex And Zeena,Manhattan,Chelsea,40.74896,-73.99657,Private room,85,1,146,2019-06-16,3.62,12,352
10482554,Interfaith Retreat Guest Rooms (Mary),16677326,Alex And Zeena,Manhattan,Chelsea,40.74973,-73.99515,Private room,85,1,162,2019-05-22,3.91,12,344
10484019,Beautiful and bright garden studio,1692144,Cecil,Brooklyn,South Slope,40.66388,-73.98587,Entire home/apt,120,1,5,2016-09-07,0.12,1,0
10487548,Stylish peaceful oasis,587918,Elle,Manhattan,East Village,40.72315,-73.98251,Entire home/apt,220,2,48,2019-06-14,1.21,1,135
10488146,Large Sunny Private Room w/Balcony & Roof,2355573,Sarah,Brooklyn,Williamsburg,40.71957,-73.94199,Private room,80,5,81,2019-06-27,1.96,2,308
10488505,3 bedroom duplex next to Central Pk,5162192,Amy,Manhattan,Upper West Side,40.79783,-73.96405,Entire home/apt,275,30,10,2018-12-28,0.25,12,219
10489240,Entire 2 Bedroom in a smart new house,16782573,Dorina,Queens,Middle Village,40.71852,-73.88373,Entire home/apt,125,4,93,2019-07-02,2.22,4,306
10489896,Extra Bed in a Cozy & Sunny Studio,54074349,Razan,Manhattan,Chelsea,40.74398,-73.99664,Shared room,46,1,0,,,1,0
10489923,Beautiful Spacious NYC Apartment,54074445,Catherine,Manhattan,Roosevelt Island,40.76859,-73.94359,Entire home/apt,65,1,3,2016-02-15,0.07,1,0
10490073,Charming big room by Propect Park,2503478,Hajra,Brooklyn,Prospect-Lefferts Gardens,40.65436,-73.96179,Private room,58,1,5,2017-05-18,0.13,1,2
10491207,Priv. Room in Bushwick near L Train,54081802,Urs,Queens,Ridgewood,40.70017,-73.91014,Private room,60,1,0,,,1,0
10491594,one bedroom apt in a new house,16782573,Dorina,Queens,Middle Village,40.71632,-73.88297,Entire home/apt,115,4,6,2018-11-13,0.14,4,314
10497886,Lots of Light Brooklyn Apartment,21820535,Patrice,Brooklyn,Crown Heights,40.67104,-73.93859,Private room,65,3,0,,,1,0
10498577,Cozy bedroom in Astoria,54123180,Shirley (Fred),Queens,Astoria,40.75869,-73.91899,Private room,49,1,5,2019-05-26,0.13,1,332
10499025,Light-filled Greenpoint 2 bedroom apartment,5829904,Erin,Brooklyn,Greenpoint,40.72709,-73.95326,Entire home/apt,70,3,2,2018-04-12,0.11,1,0
10500033,Big Manhattan room w. private bath,54130768,Aida,Manhattan,Washington Heights,40.85823,-73.93612,Private room,95,1,0,,,1,158
10500222,Adorable West Village Apartment,22364252,Federica,Manhattan,West Village,40.73492,-74.00457,Entire home/apt,196,15,2,2016-04-01,0.05,1,31
10500406,Cozy UES bedroom with private bath,16572048,Melissa,Manhattan,Upper East Side,40.76574,-73.95915,Private room,80,5,5,2016-09-07,0.12,1,0
10502523,Private Room For 1 w/ Separate Entrance Student / Intern / Traveler,43392243,Rita,Staten Island,Concord,40.60077,-74.07788,Private room,35,4,73,2019-05-01,2.10,4,320
10509662,Spacious bedroom available in SoHo,8255336,Darren,Manhattan,SoHo,40.72302,-74.00487,Private room,82,5,12,2018-12-17,0.30,2,0
10512575,Prime UWS studio with loft bed South expo !!,26584499,Ofir,Manhattan,Upper West Side,40.7832,-73.98189,Entire home/apt,136,31,2,2019-05-13,0.10,8,365
10512812,Bright central Manhattan bedroom,6429683,Andrew,Manhattan,Upper East Side,40.76278,-73.96638,Private room,75,1,89,2019-06-29,2.10,1,268
10512932,Beautiful 1 bedroom apt.,40861618,Greg,Manhattan,Inwood,40.86818,-73.92708,Entire home/apt,68,6,24,2019-06-26,0.60,1,0
10513228,Beautiful room in HUGE 2 bedroom loft style apt,853118,Felix,Brooklyn,Bedford-Stuyvesant,40.68709,-73.92059,Private room,64,4,25,2019-05-27,0.59,1,18
10513499,Sunny 1 bedroom Apartment,54206554,Pippa,Brooklyn,Bedford-Stuyvesant,40.68577,-73.95179,Entire home/apt,100,3,1,2016-03-22,0.02,1,0
10514166,Spacious Room in hip Williamsburg,48170471,Johanna,Brooklyn,Williamsburg,40.71886,-73.96234,Private room,65,2,2,2016-03-02,0.05,2,0
10514203,Giant Landmark Apartment in the Sky,3710888,Lisa,Brooklyn,Park Slope,40.67546,-73.97528,Private room,350,365,0,,,1,364
10514879,"2BR Luxury Sunny Apt, East Village",4118478,Katherine,Manhattan,East Village,40.72948,-73.98885,Entire home/apt,450,1,1,2016-03-27,0.03,1,0
10516610,Lovely Room in Historic Brownstone,54210823,Kristin,Manhattan,Upper West Side,40.79004,-73.97308,Private room,99,1,0,,,1,157
10519216,Beautiful LARGE one bedroom apt,54235059,Emmett,Queens,Long Island City,40.74399,-73.95321,Entire home/apt,195,1,0,,,1,0
10520825,1br Large furnished bedroom in cool Bushwick,54242258,Steven,Brooklyn,Bushwick,40.70206,-73.92964,Private room,48,1,1,2016-10-02,0.03,1,0
10522830,Beautiful garden studio in Bushwick,1855214,Marie-Adele,Brooklyn,Bushwick,40.69366,-73.91608,Entire home/apt,85,2,99,2019-06-17,2.50,1,29
10524082,Two blocks from Bedstuy-Nostrand G,54262760,Howard,Brooklyn,Bedford-Stuyvesant,40.68858,-73.95387,Private room,70,1,0,,,1,0
10524365,Parlor apt 1 block from Times Sq,48705078,Mike,Manhattan,Hell's Kitchen,40.76165,-73.99062,Entire home/apt,180,2,136,2019-06-30,3.45,1,253
10524983,Midtown West luxury one bedroom,49380531,Autumn,Manhattan,Hell's Kitchen,40.76696,-73.99139,Private room,90,1,0,,,1,0
10525616,Prime Park Slope Apartment,14076423,J,Brooklyn,Park Slope,40.67626,-73.98211,Entire home/apt,175,7,43,2018-08-01,1.07,1,0
10525911,Big Bright Quiet Williamsburg Townhouse Family Apt,41177070,Dennis,Brooklyn,Williamsburg,40.71402,-73.94432,Entire home/apt,245,3,16,2018-09-24,0.40,2,66
10526335,Awesome Loft in Brooklyn-- easy access to the city,13200818,Jay,Brooklyn,Bushwick,40.69913,-73.91814,Private room,45,3,11,2018-04-16,0.31,1,0
10526745,Large Private Bedroom in Comfy Home,54279433,Mfoniso,Queens,Sunnyside,40.74286,-73.91635,Private room,34,1,1,2016-01-26,0.02,1,0
10526930,UES Studio with roof access,54280519,Russell,Manhattan,Upper East Side,40.76705,-73.95126,Entire home/apt,125,1,0,,,1,0
10527142,Beautiful and Cozy Garden Level Brooklyn Townhouse,54282449,Michael,Brooklyn,Bedford-Stuyvesant,40.68449,-73.92773,Entire home/apt,75,1,38,2019-06-25,3.79,1,195
10527274,"Luxury Apt, Near Subway, Perfect for Work or Play!",54283244,Kara,Brooklyn,Bedford-Stuyvesant,40.67895,-73.92851,Entire home/apt,125,3,75,2019-07-02,3.27,1,316
10527546,Central Park Quiet 1BR,14290739,Stanton,Manhattan,Upper West Side,40.79182,-73.96564,Entire home/apt,200,31,8,2018-08-14,0.22,3,342
10534018,Sunny Studio ~ Great Location!,17500155,Karol,Queens,Long Island City,40.74775,-73.94797,Entire home/apt,100,12,5,2016-07-25,0.13,1,0
10537651,Beautiful Central Harlem Apartment,2650644,Bianca,Manhattan,Harlem,40.81306,-73.94141,Entire home/apt,70,7,12,2019-01-19,0.33,1,38
10537769,Private Room in Greenpoint Brooklyn,54339185,Julio,Brooklyn,Greenpoint,40.72963,-73.94937,Private room,45,1,0,,,1,0
10538353,Beautiful designer studio on 1st,7203997,Gosia,Brooklyn,Park Slope,40.67094,-73.97388,Entire home/apt,154,3,123,2019-06-23,3.01,2,289
10539341,"Sunny, one bedroom apartment UES",54120025,Emma,Manhattan,Upper East Side,40.78271,-73.9451,Entire home/apt,300,31,1,2017-09-04,0.04,1,358
